,timestamp,tag,duration,nvidia_gpu_0
0,1698769326.5237412,start_forward_pass_loop,0.0024700164794921875,0
1,1698769326.5262113,forward pass,0.00151824951171875,0
2,1698769326.5277295,Total Weight,0.07910776138305664,11775
3,1698769326.6068373,Activation,0.02931690216064453,4637
4,1698769326.6361542,Decay,0.08122014999389648,11970
5,1698769326.7173743,STP,0.0811605453491211,11800
6,1698769326.7985349,forward pass,0.0024394989013671875,0
7,1698769326.8009744,Total Weight,0.07909226417541504,11843
8,1698769326.8800666,Activation,0.029369354248046875,4947
9,1698769326.909436,Decay,0.08331942558288574,11919
10,1698769326.9927554,STP,0.08116888999938965,11886
11,1698769327.0739243,forward pass,0.002480745315551758,0
12,1698769327.076405,Total Weight,0.0791008472442627,11903
13,1698769327.155506,Activation,0.02930426597595215,4617
14,1698769327.1848102,Decay,0.08123636245727539,11930
15,1698769327.2660465,STP,0.08117008209228516,11806
16,1698769327.3472166,forward pass,0.002506256103515625,656
17,1698769327.3497229,Total Weight,0.0845191478729248,11679
18,1698769327.434242,Activation,0.02933216094970703,4641
19,1698769327.4635742,Decay,0.08124375343322754,11891
20,1698769327.544818,STP,0.08115339279174805,11756
21,1698769327.6259713,forward pass,0.002466440200805664,0
22,1698769327.6284378,Total Weight,0.08027100563049316,11854
23,1698769327.7087088,Activation,0.029297828674316406,4687
24,1698769327.7380066,Decay,0.08115768432617188,11982
25,1698769327.8191643,STP,0.08115339279174805,11821
26,1698769327.9003177,forward pass,0.0024633407592773438,0
27,1698769327.902781,Total Weight,0.07910799980163574,11854
28,1698769327.981889,Activation,0.029346227645874023,4892
29,1698769328.0112352,Decay,0.08378720283508301,11911
30,1698769328.0950224,STP,0.0811607837677002,11903
31,1698769328.1761832,forward pass,0.0024695396423339844,0
32,1698769328.1786528,Total Weight,0.07908940315246582,11897
33,1698769328.2577422,Activation,0.029366731643676758,4589
34,1698769328.287109,Decay,0.08124995231628418,11897
35,1698769328.3683589,STP,0.08115625381469727,11759
36,1698769328.449515,forward pass,0.0024595260620117188,639
37,1698769328.4519746,Total Weight,0.0843198299407959,11706
38,1698769328.5362945,Activation,0.02931952476501465,4634
39,1698769328.565614,Decay,0.08117461204528809,11920
40,1698769328.6467886,STP,0.0811774730682373,11763
41,1698769328.727966,forward pass,0.00246429443359375,0
42,1698769328.7304304,Total Weight,0.07909488677978516,11790
43,1698769328.8095253,Activation,0.0293121337890625,4712
44,1698769328.8388374,Decay,0.08115601539611816,12021
45,1698769328.9199934,STP,0.08121562004089355,11875
46,1698769329.001209,forward pass,0.002429485321044922,0
47,1698769329.0036385,Total Weight,0.07909584045410156,11897
48,1698769329.0827343,Activation,0.029746532440185547,4558
49,1698769329.1124809,Decay,0.08116960525512695,11851
50,1698769329.1936505,STP,0.08141493797302246,12241
