,timestamp,tag,duration,nvidia_gpu_1
0,1699449116.643834,start_forward_pass_loop,0.0024399757385253906,0
1,1699449116.646274,forward pass,0.002211332321166992,0
2,1699449116.6484854,Total Weight,0.20736217498779297,48226
3,1699449116.8558476,Activation,0.08044624328613281,24905
4,1699449116.9362938,Decay,0.20731735229492188,46017
5,1699449117.1436112,STP,0.20739459991455078,45808
6,1699449117.3510058,forward pass,0.0024521350860595703,0
7,1699449117.353458,Total Weight,0.20722365379333496,48948
8,1699449117.5606816,Activation,0.08126950263977051,24899
9,1699449117.641951,Decay,0.20775365829467773,46575
10,1699449117.8497047,STP,0.20728802680969238,45779
11,1699449118.0569928,forward pass,0.0025424957275390625,0
12,1699449118.0595353,Total Weight,0.20721173286437988,49085
13,1699449118.266747,Activation,0.08203744888305664,24947
14,1699449118.3487844,Decay,0.20761656761169434,46463
15,1699449118.556401,STP,0.20727086067199707,45833
16,1699449118.7636719,forward pass,0.0024313926696777344,0
17,1699449118.7661033,Total Weight,0.2072286605834961,49159
18,1699449118.973332,Activation,0.0818626880645752,24971
19,1699449119.0551946,Decay,0.20780515670776367,46530
20,1699449119.2629998,STP,0.20737934112548828,45853
21,1699449119.470379,forward pass,0.002437114715576172,0
22,1699449119.4728162,Total Weight,0.20737361907958984,49067
23,1699449119.6801898,Activation,0.08182001113891602,25112
24,1699449119.7620099,Decay,0.20767998695373535,46499
25,1699449119.9696898,STP,0.20736336708068848,45849
26,1699449120.1770532,forward pass,0.002437591552734375,0
27,1699449120.1794908,Total Weight,0.20722723007202148,49226
28,1699449120.386718,Activation,0.0817573070526123,25086
29,1699449120.4684753,Decay,0.20779967308044434,46466
30,1699449120.676275,STP,0.20724821090698242,45874
31,1699449120.8835232,forward pass,0.002431631088256836,0
32,1699449120.8859549,Total Weight,0.20717930793762207,49190
33,1699449121.0931342,Activation,0.08186674118041992,25244
34,1699449121.175001,Decay,0.20765089988708496,46442
35,1699449121.3826518,STP,0.20730066299438477,45981
36,1699449121.5899525,forward pass,0.002439737319946289,0
37,1699449121.5923922,Total Weight,0.2071676254272461,49261
38,1699449121.7995598,Activation,0.0817728042602539,25248
39,1699449121.8813326,Decay,0.20794963836669922,46462
40,1699449122.0892823,STP,0.2074108123779297,46048
41,1699449122.296693,forward pass,0.002473592758178711,0
42,1699449122.2991667,Total Weight,0.20722723007202148,49277
43,1699449122.506394,Activation,0.09055876731872559,26411
44,1699449122.5969527,Decay,0.20738720893859863,44280
45,1699449122.80434,STP,0.20725274085998535,45646
46,1699449123.0115926,forward pass,0.0025594234466552734,24883
47,1699449123.014152,Total Weight,0.21037817001342773,49092
48,1699449123.2245302,Activation,0.08034920692443848,0
49,1699449123.3048794,Decay,0.20891618728637695,47579
50,1699449123.5137956,STP,0.20780563354492188,46083
