,timestamp,tag,duration,nvidia_gpu_0
0,1694714836.627979,start_forward_pass_loop,0.0028340816497802734,0
1,1694714836.6308131,forward pass,0.003927946090698242,0
2,1694714836.634741,Total Weight,0.4535989761352539,29744
3,1694714837.08834,Activation,1.9061403274536133,152823
4,1694714838.9944804,Decay,0.30145263671875,21217
5,1694714839.295933,STP,0.28172898292541504,29874
6,1694714839.577662,forward pass,0.0032846927642822266,0
7,1694714839.5809467,Total Weight,0.4118051528930664,38681
8,1694714839.9927518,Activation,1.7713956832885742,146492
9,1694714841.7641475,Decay,0.28789758682250977,15254
10,1694714842.052045,STP,0.27907538414001465,28311
11,1694714842.3311205,forward pass,0.0023488998413085938,0
12,1694714842.3334694,Total Weight,0.4076721668243408,38933
13,1694714842.7411416,Activation,1.779120922088623,148523
14,1694714844.5202625,Decay,0.28880882263183594,23949
15,1694714844.8090713,STP,0.28090524673461914,20259
16,1694714845.0899765,forward pass,0.002315044403076172,10173
17,1694714845.0922916,Total Weight,0.42053866386413574,38441
18,1694714845.5128303,Activation,1.7669930458068848,138777
19,1694714847.2798233,Decay,0.28902292251586914,23334
20,1694714847.5688462,STP,0.2795710563659668,30023
21,1694714847.8484173,forward pass,0.0022940635681152344,0
22,1694714847.8507113,Total Weight,0.41123032569885254,38820
23,1694714848.2619417,Activation,1.778733730316162,146835
24,1694714850.0406754,Decay,0.2866692543029785,15040
25,1694714850.3273447,STP,0.2773857116699219,28096
26,1694714850.6047304,forward pass,0.002298116683959961,0
27,1694714850.6070285,Total Weight,0.4076042175292969,39054
28,1694714851.0146327,Activation,1.783449411392212,149050
29,1694714852.798082,Decay,0.28916001319885254,23519
30,1694714853.0872421,STP,0.27864646911621094,30482
31,1694714853.3658886,forward pass,0.0022776126861572266,0
32,1694714853.3681662,Total Weight,0.40890002250671387,38686
33,1694714853.7770662,Activation,1.779871940612793,139517
34,1694714855.5569382,Decay,0.28644680976867676,23671
35,1694714855.843385,STP,0.27996087074279785,29920
36,1694714856.1233459,forward pass,0.0023314952850341797,0
37,1694714856.1256773,Total Weight,0.41141438484191895,38909
38,1694714856.5370917,Activation,1.7844467163085938,146159
39,1694714858.3215384,Decay,0.2865865230560303,14535
40,1694714858.608125,STP,0.2817556858062744,27572
41,1694714858.8898807,forward pass,0.004015207290649414,0
42,1694714858.8938959,Total Weight,0.4066126346588135,38762
43,1694714859.3005085,Activation,1.7808730602264404,148232
44,1694714861.0813816,Decay,0.2847175598144531,23903
45,1694714861.366099,STP,0.2779104709625244,30530
46,1694714861.6440096,forward pass,0.0022101402282714844,0
47,1694714861.6462197,Total Weight,0.4046967029571533,38940
48,1694714862.0509164,Activation,1.7775852680206299,140277
49,1694714863.8285017,Decay,0.28639769554138184,23312
50,1694714864.1148994,STP,0.2798027992248535,30272
