,timestamp,tag,duration,nvidia_gpu_1
0,1699448720.1695259,start_forward_pass_loop,0.0023114681243896484,0
1,1699448720.1718373,forward pass,0.0021848678588867188,0
2,1699448720.1740222,Total Weight,0.5055317878723145,51212
3,1699448720.679554,Activation,2.4434750080108643,191653
4,1699448723.123029,Decay,0.3835432529449463,31881
5,1699448723.5065722,STP,0.3690061569213867,44739
6,1699448723.8755784,forward pass,0.0023293495178222656,0
7,1699448723.8779078,Total Weight,0.5049066543579102,53031
8,1699448724.3828144,Activation,2.4297664165496826,189292
9,1699448726.8125808,Decay,0.3852405548095703,35011
10,1699448727.1978214,STP,0.37020254135131836,44975
11,1699448727.568024,forward pass,0.002263784408569336,0
12,1699448727.5702877,Total Weight,0.5071630477905273,52670
13,1699448728.0774508,Activation,2.434265613555908,186983
14,1699448730.5117164,Decay,0.3839840888977051,36225
15,1699448730.8957005,STP,0.3708987236022949,33865
16,1699448731.2665992,forward pass,0.0022933483123779297,0
17,1699448731.2688925,Total Weight,0.5073361396789551,53200
18,1699448731.7762287,Activation,2.436239004135132,192016
19,1699448734.2124677,Decay,0.38463664054870605,31867
20,1699448734.5971043,STP,0.3699636459350586,44726
21,1699448734.967068,forward pass,0.003686666488647461,0
22,1699448734.9707546,Total Weight,0.5050904750823975,53011
23,1699448735.475845,Activation,2.444246768951416,189405
24,1699448737.9200919,Decay,0.38416624069213867,35071
25,1699448738.304258,STP,0.36986780166625977,44915
26,1699448738.674126,forward pass,0.0022687911987304688,0
27,1699448738.6763947,Total Weight,0.5076708793640137,52848
28,1699448739.1840656,Activation,2.4332709312438965,187091
29,1699448741.6173365,Decay,0.38543057441711426,33763
30,1699448742.002767,STP,0.3717527389526367,33660
31,1699448742.3745198,forward pass,0.002285003662109375,0
32,1699448742.3768048,Total Weight,0.5095326900482178,53398
33,1699448742.8863375,Activation,2.432682991027832,199029
34,1699448745.3190205,Decay,0.3849008083343506,25288
35,1699448745.7039213,STP,0.3712446689605713,44496
36,1699448746.075166,forward pass,0.0023641586303710938,0
37,1699448746.0775301,Total Weight,0.5086836814880371,53098
38,1699448746.5862138,Activation,2.411348342895508,190299
39,1699448748.9975622,Decay,0.38412022590637207,35241
40,1699448749.3816824,STP,0.3714258670806885,44947
41,1699448749.7531083,forward pass,0.002290487289428711,0
42,1699448749.7553988,Total Weight,0.5080070495605469,52795
43,1699448750.2634058,Activation,2.4201178550720215,187247
44,1699448752.6835237,Decay,0.3832986354827881,27477
45,1699448753.0668223,STP,0.37037229537963867,44654
46,1699448753.4371946,forward pass,0.0022695064544677734,0
47,1699448753.439464,Total Weight,0.5071532726287842,53276
48,1699448753.9466174,Activation,2.4074647426605225,192104
49,1699448756.354082,Decay,0.3841288089752197,32592
50,1699448756.738211,STP,0.3701300621032715,44993
